district,variable,n_years,MK_tau,MK_Z,p_value,sen_slope_per_year,sen_slope_per_decade,trend,zone
Bagerhat,temperature,30,0.4942528735632184,3.8179806347493375,0.00013454848403249287,0.03384517816024671,0.3384517816024671,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Bagerhat,tmax,30,0.6505747126436782,5.031170742987445,4.874937469256935e-07,0.11368744021513519,1.136874402151352,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Bagerhat,tmin,30,-0.12183908045977011,-0.9277336121820821,0.35354576844992414,-0.008480387986046065,-0.08480387986046065,no trend,3. Southwest Hot-Dry Zone (Drought or Saline)
Bagerhat,humidity,30,-0.29195402298850576,-2.247969906441199,0.024578108913372976,-0.17395884855666316,-1.7395884855666317,decreasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Bagerhat,dew_point,30,0.0022988505747126436,0.0,1.0,6.622165712973545e-06,6.622165712973545e-05,no trend,3. Southwest Hot-Dry Zone (Drought or Saline)
Bagerhat,heat_index,30,0.5448275862068965,4.210483316826372,2.5482494200090855e-05,0.06189530829314955,0.6189530829314955,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Bagerhat,wet_bulb,30,0.1632183908045977,1.2488721702451104,0.21171183194124255,0.008859351917379209,0.08859351917379209,no trend,3. Southwest Hot-Dry Zone (Drought or Saline)
Bagerhat,wbgt_shade,30,0.31494252873563217,2.4263802164762147,0.015250283689703048,0.01637605804109299,0.1637605804109299,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Bandarban,temperature,43,0.05426356589147287,0.5023401845199473,0.615428246959838,0.003405088062622091,0.03405088062622091,no trend,6. Hill Tract Zone (Elevated Terrain)
Bandarban,tmax,43,0.5902547065337763,5.56760371176275,2.582663638506233e-08,0.054518848088215256,0.5451884808821525,increasing,6. Hill Tract Zone (Elevated Terrain)
Bandarban,tmin,43,-0.2115171650055371,-1.988429897058125,0.04676416500989555,-0.036148882195602354,-0.36148882195602355,decreasing,6. Hill Tract Zone (Elevated Terrain)
Bandarban,humidity,43,0.05647840531561462,0.5232710255416119,0.6007856611761988,0.01598775039770372,0.1598775039770372,no trend,6. Hill Tract Zone (Elevated Terrain)
Bandarban,dew_point,43,0.009966777408637873,0.0837233640866579,0.9332763805061923,0.0005310758811758376,0.005310758811758376,no trend,6. Hill Tract Zone (Elevated Terrain)
Bandarban,heat_index,43,0.10077519379844961,0.9418878459749013,0.3462500633527572,0.009044521477216646,0.09044521477216647,no trend,6. Hill Tract Zone (Elevated Terrain)
Bandarban,wet_bulb,43,0.07419712070874862,0.6907177537149276,0.4897429301593239,0.004118506972683751,0.04118506972683751,no trend,6. Hill Tract Zone (Elevated Terrain)
Bandarban,wbgt_shade,43,0.09413067552602436,0.8790953229099079,0.3793495934816995,0.004459907361146192,0.04459907361146192,no trend,6. Hill Tract Zone (Elevated Terrain)
Barguna,temperature,30,0.4942528735632184,3.8179806347493375,0.00013454848403249287,0.03429313985597479,0.3429313985597479,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barguna,tmax,30,0.6551724137931034,5.066852804994448,4.0444678361950537e-07,0.10003047690565536,1.0003047690565536,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barguna,tmin,30,0.03908045977011494,0.28545649605602524,0.7752944295177846,0.004003197265786034,0.040031972657860335,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Barguna,humidity,30,-0.2689655172413793,-2.069559596406183,0.038493604971814754,-0.08250853783945135,-0.8250853783945135,decreasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barguna,dew_point,30,0.3333333333333333,2.569108464504227,0.010196053861281307,0.018984330164433533,0.18984330164433533,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barguna,heat_index,30,0.5632183908045977,4.353211564854385,1.3415756811685497e-05,0.06646195161332002,0.6646195161332002,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barguna,wet_bulb,30,0.42528735632183906,3.2827497046442904,0.0010279989595816108,0.02276984540865094,0.2276984540865094,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barguna,wbgt_shade,30,0.4528735632183908,3.4968420766863093,0.00047080045125880154,0.02450555099647072,0.2450555099647072,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,temperature,30,0.4482758620689655,3.4611600146793062,0.0005378530133013371,0.023432514373393894,0.23432514373393892,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,tmax,30,0.6137931034482759,4.74571424693142,2.0777186033882344e-06,0.10285456684248459,1.028545668424846,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,tmin,30,-0.2,-1.5343286663011357,0.12494881685497083,-0.009933725885510886,-0.09933725885510886,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,humidity,30,-0.29195402298850576,-2.247969906441199,0.024578108913372976,-0.10668727501438013,-1.0668727501438013,decreasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,dew_point,30,0.1724137931034483,1.3202362942591168,0.18675613776082578,0.010547633180696181,0.10547633180696181,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,heat_index,30,0.5310344827586206,4.1034371308053625,4.070571035352799e-05,0.049674415094994075,0.49674415094994073,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,wet_bulb,30,0.29195402298850576,2.247969906441199,0.024578108913372976,0.012818171147031722,0.1281817114703172,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Barisal,wbgt_shade,30,0.36091954022988504,2.783200836546246,0.0053825476031263975,0.014981993239154908,0.1498199323915491,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,temperature,30,0.5770114942528736,4.460257750875394,8.1861141973949e-06,0.0321458574022115,0.321458574022115,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,tmax,30,0.632183908045977,4.888442494959432,1.0163687655939668e-06,0.09240281161589643,0.9240281161589643,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,tmin,30,0.02528735632183908,0.17841031003501578,0.8584007529637274,0.0009300133734334279,0.00930013373433428,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,humidity,30,-0.2597701149425287,-1.9981954723921767,0.045695472216719324,-0.09127886768109875,-0.9127886768109874,decreasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,dew_point,30,0.36551724137931035,2.8188828985532495,0.0048191095611576085,0.02234463657459429,0.2234463657459429,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,heat_index,30,0.5908045977011495,4.567303936896404,4.940374125350644e-06,0.061406372223017855,0.6140637222301786,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,wet_bulb,30,0.4804597701149425,3.7109344487283282,0.00020649557591179146,0.022531380514149726,0.22531380514149726,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bhola,wbgt_shade,30,0.5172413793103449,3.9963909447843533,6.431548927388064e-05,0.02385000363907243,0.23850003639072428,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Bogra,temperature,43,0.11184939091915837,1.0465420510832237,0.29531084070475133,0.0045260050093049,0.045260050093049,no trend,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Bogra,tmax,43,0.3798449612403101,3.579173814704625,0.0003446821701720282,0.057087299744601784,0.5708729974460178,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Bogra,tmin,43,-0.17386489479512734,-1.6326055996898288,0.1025519727654054,-0.010996207300945452,-0.10996207300945451,no trend,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Bogra,humidity,43,0.1805094130675526,1.6953981227548223,0.08999992180420824,0.03994144824988369,0.3994144824988369,no trend,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Bogra,dew_point,43,0.2912513842746401,2.741940173838046,0.006107746485171539,0.016389607383102977,0.16389607383102978,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Bogra,heat_index,43,0.3222591362126246,3.0349719481413486,0.002405580601179569,0.02333430101094436,0.23334301010944358,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Bogra,wet_bulb,43,0.25802879291251385,2.4279775585130787,0.015183282740178328,0.010995275019114943,0.10995275019114943,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Bogra,wbgt_shade,43,0.23145071982281284,2.176807466253105,0.029494935751562146,0.008749980186983919,0.08749980186983919,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Brahmanbaria,temperature,45,0.4727272727272727,4.568343328335803,4.915943215610952e-06,0.028518744691322935,0.28518744691322934,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Brahmanbaria,tmax,45,0.5656565656565656,5.468316746337717,4.54329454058211e-08,0.038031700035124794,0.38031700035124794,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Brahmanbaria,tmin,45,0.48484848484848486,4.685731165466487,2.7896223615542226e-06,0.02118949771689496,0.21189497716894962,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Brahmanbaria,humidity,45,-0.2606060606060606,-2.514056178548825,0.011935142018624667,-0.05192347529917899,-0.5192347529917899,decreasing,4. Coastal Humid Heat Zone (Coastal Belt)
Brahmanbaria,dew_point,45,0.45252525252525255,4.372696933117995,1.227210307108706e-05,0.020152026676379102,0.20152026676379103,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Brahmanbaria,heat_index,45,0.5171717171717172,4.998765397814979,5.769855111470434e-07,0.0474439650609479,0.47443965060947896,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Brahmanbaria,wet_bulb,45,0.501010101010101,4.842248281640733,1.2837821266042937e-06,0.0192996799119613,0.19299679911961298,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Brahmanbaria,wbgt_shade,45,0.5111111111111111,4.940071479249636,7.809393771651685e-07,0.022875668985583943,0.2287566898558394,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,temperature,45,0.4444444444444444,4.294438375030873,1.7513611840325183e-05,0.02309113631332487,0.23091136313324873,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,tmax,45,0.5656565656565656,5.468316746337717,4.54329454058211e-08,0.05854553532836386,0.5854553532836386,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,tmin,45,0.21818181818181817,2.103198748591429,0.03544839964272439,0.0104845519284812,0.104845519284812,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,humidity,45,-0.3191919191919192,-3.0814307246804664,0.002060084072139201,-0.07348659399885499,-0.7348659399885499,decreasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,dew_point,45,0.20202020202020202,1.9466816324171834,0.0515729150101516,0.008294428918312361,0.08294428918312362,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,heat_index,45,0.43434343434343436,4.196615177421968,2.7093370714270648e-05,0.035945517918702055,0.3594551791870205,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,wet_bulb,45,0.3595959595959596,3.472723515116081,0.0005152058105961643,0.011909698967639694,0.11909698967639694,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chandpur,wbgt_shade,45,0.42424242424242425,4.098791979813065,4.1531208491596416e-05,0.01560675031324729,0.1560675031324729,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,temperature,43,0.3643410852713178,3.4326579275529734,0.0005976956734483618,0.022041379666176687,0.22041379666176686,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,tmax,43,0.5481727574750831,5.1699177323511245,2.3419707018135227e-07,0.04774726919909939,0.4774726919909939,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,tmin,43,0.11627906976744186,1.0884037331265526,0.27641691384858813,0.007905302882471774,0.07905302882471774,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,humidity,43,0.018826135105204873,0.1674467281733158,0.8670185603843512,0.0033247303288996563,0.03324730328899656,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,dew_point,43,0.33111849390919157,3.1186953122280063,0.001816537018720421,0.018653344462780243,0.18653344462780244,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,heat_index,43,0.4263565891472868,4.018721476159579,5.851479109653113e-05,0.04622758139351888,0.4622758139351888,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,wet_bulb,43,0.4108527131782946,3.8722055890079274,0.00010785491644038636,0.018990748577527694,0.18990748577527694,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chittagong,wbgt_shade,43,0.4529346622369878,4.269891568419553,1.9556802191011968e-05,0.019538191637857295,0.19538191637857294,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Chuadanga,temperature,45,0.2404040404040404,2.3184097833310173,0.020427060859472768,0.012159302682958055,0.12159302682958055,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Chuadanga,tmax,45,0.44242424242424244,4.274873735509091,1.9124564675454536e-05,0.049898956635259326,0.4989895663525933,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Chuadanga,tmin,45,0.00808080808080808,0.06847623832623259,0.9454065347373615,0.0002401979117225592,0.002401979117225592,no trend,3. Southwest Hot-Dry Zone (Drought or Saline)
Chuadanga,humidity,45,0.30707070707070705,2.9640428875497817,0.0030362596731916547,0.09847531358968761,0.9847531358968762,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Chuadanga,dew_point,45,0.5797979797979798,5.605269222990182,2.079315031267015e-08,0.035405174669726994,0.3540517466972699,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Chuadanga,heat_index,45,0.494949494949495,4.783554363075391,1.722222845668142e-06,0.04032326476099434,0.40323264760994343,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Chuadanga,wet_bulb,45,0.5191919191919192,5.018330037336759,5.212257758735461e-07,0.023762416348247606,0.23762416348247606,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Chuadanga,wbgt_shade,45,0.46464646464646464,4.4900847702486795,7.1194834183607725e-06,0.02048618267997905,0.2048618267997905,increasing,3. Southwest Hot-Dry Zone (Drought or Saline)
Comilla,temperature,45,0.1797979797979798,1.7314705976775955,0.08336786457004042,0.008645998913289129,0.08645998913289128,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Comilla,tmax,45,0.6626262626262627,6.407419443383192,1.4800338732356977e-10,0.04819957540445054,0.48199575404450534,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Comilla,tmin,45,0.048484848484848485,0.45976902876184733,0.6456820159764443,0.0017674373693811513,0.017674373693811512,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Comilla,humidity,45,0.5131313131313131,4.959636118771417,7.062534637114481e-07,0.0898238747553819,0.8982387475538189,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Comilla,dew_point,45,0.5838383838383838,5.644398502033743,1.657597348270201e-08,0.03234415380462656,0.32344153804626563,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Comilla,heat_index,45,0.35555555555555557,3.4335942360725196,0.0005956351156302109,0.03134242131655085,0.3134242131655085,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Comilla,wet_bulb,45,0.4868686868686869,4.705295804988268,2.5349812231567626e-06,0.022469940139419407,0.2246994013941941,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Comilla,wbgt_shade,45,0.41414141414141414,4.000968782204161,6.308368079555038e-05,0.017859798363079743,0.17859798363079743,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,temperature,43,0.10520487264673312,0.9837495280182302,0.32523868110605725,0.004294090274546303,0.04294090274546303,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,tmax,43,0.5769656699889258,5.442018665632763,5.2680154016826464e-08,0.037760836476738883,0.37760836476738885,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,tmin,43,0.021040974529346623,0.18837756919498025,0.8505806821024309,0.0009856304391822693,0.009856304391822692,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,humidity,43,0.1583610188261351,1.4860897125381776,0.13725539302831113,0.018621106320194276,0.18621106320194275,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,dew_point,43,0.33665559246954596,3.17119608220495,0.0015181263098735798,0.012282349175014345,0.12282349175014345,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,heat_index,43,0.1672203765227021,1.5698130766248355,0.11645860445754885,0.012750399392935345,0.12750399392935344,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,wet_bulb,43,0.23145071982281284,2.176807466253105,0.029494935751562146,0.00744618364653666,0.0744618364653666,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Cox_s Bazar,wbgt_shade,43,0.20044296788482835,1.8837756919498025,0.059595322912566306,0.006926480555354938,0.06926480555354939,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Dhaka,temperature,45,0.4868686868686869,4.705295804988268,2.5349812231567626e-06,0.028724349305903327,0.2872434930590333,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dhaka,tmax,45,0.5797979797979798,5.605269222990182,2.079315031267015e-08,0.055518905574794886,0.5551890557479489,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dhaka,tmin,45,0.3595959595959596,3.472723515116081,0.0005152058105961643,0.02103935539587539,0.21039355395875392,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dhaka,humidity,45,-0.5757575757575758,-5.56613994394662,2.6044410628145442e-08,-0.12615643276470934,-1.2615643276470934,decreasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dhaka,dew_point,45,0.07676767676767676,0.7336739820667777,0.46314745925028333,0.002678754494109558,0.02678754494109558,no trend,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dhaka,heat_index,45,0.38585858585858585,3.727063828899231,0.00019372341116885572,0.03255185810593192,0.3255185810593192,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dhaka,wet_bulb,45,0.20404040404040405,1.9662462719389642,0.049270169805609276,0.008105400468904584,0.08105400468904583,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dhaka,wbgt_shade,45,0.32525252525252524,3.1401246432458088,0.0016887596614068023,0.013801376831835988,0.13801376831835988,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Dinajpur,temperature,45,0.3696969696969697,3.570546712724985,0.0003562369148175648,0.01663982935765366,0.16639829357653657,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Dinajpur,tmax,45,0.4161616161616162,4.020533421725942,5.806651020257014e-05,0.08185862688690027,0.8185862688690027,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Dinajpur,tmin,45,-0.27070707070707073,-2.6118793761577286,0.00900460188546992,-0.014294324131229458,-0.14294324131229458,decreasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Dinajpur,humidity,45,-0.012121212121212121,-0.10760551736979407,0.914308620179539,-0.003926303743439325,-0.039263037434393244,no trend,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Dinajpur,dew_point,45,0.28888888888888886,2.787961131853755,0.00530409071293203,0.0160607275084462,0.160607275084462,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Dinajpur,heat_index,45,0.4727272727272727,4.568343328335803,4.915943215610952e-06,0.0374235041169292,0.37423504116929196,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Dinajpur,wet_bulb,45,0.3717171717171717,3.5901113522467654,0.0003305367282120386,0.014001743877572644,0.14001743877572642,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Dinajpur,wbgt_shade,45,0.3838383838383838,3.70749918937745,0.00020931608647556388,0.013149606120153349,0.13149606120153348,increasing,1. Northwest Extreme Heat Zone (Dry Hot Plains)
Faridpur,temperature,45,0.43232323232323233,4.177050537900188,2.95313430371813e-05,0.025017892614472438,0.25017892614472437,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Faridpur,tmax,45,0.5959595959595959,5.761786339164428,8.322831757112681e-09,0.061322975456007844,0.6132297545600784,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Faridpur,tmin,45,0.052525252525252523,0.49889830780540884,0.617851026234554,0.0039443170431889985,0.03944317043188998,no trend,2. Central Urban Heat Zone (Urban Heat-Island Region)
Faridpur,humidity,45,-0.42828282828282827,-4.137921258856626,3.504665952647201e-05,-0.07625117688097269,-0.7625117688097269,decreasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Faridpur,dew_point,45,0.21818181818181817,2.103198748591429,0.03544839964272439,0.007424241594462706,0.07424241594462706,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Faridpur,heat_index,45,0.4,3.864016305551696,0.000111537771176895,0.03256413617156939,0.3256413617156939,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Faridpur,wet_bulb,45,0.29292929292929293,2.8270904108973167,0.004697306372362098,0.0107439401951353,0.10743940195135301,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Faridpur,wbgt_shade,45,0.3696969696969697,3.570546712724985,0.0003562369148175648,0.015137840561864492,0.1513784056186449,increasing,2. Central Urban Heat Zone (Urban Heat-Island Region)
Feni,temperature,27,0.29914529914529914,2.1680786359704327,0.03015270402548298,0.016367239915980342,0.16367239915980342,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Feni,tmax,27,0.6695156695156695,4.878176930933473,1.0707086044448033e-06,0.11576480275469728,1.1576480275469727,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Feni,tmin,27,-0.38461538461538464,-2.7934859348080576,0.005214329655517158,-0.024518701647258015,-0.24518701647258015,decreasing,4. Coastal Humid Heat Zone (Coastal Belt)
Feni,humidity,27,-0.08831908831908832,-0.6254072988376248,0.5317037729644349,-0.026115192023471283,-0.26115192023471284,no trend,4. Coastal Humid Heat Zone (Coastal Belt)
Feni,dew_point,27,0.2934472934472934,2.1263848160479246,0.03347123100634275,0.013751076195754807,0.13751076195754808,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Feni,heat_index,27,0.4358974358974359,3.1687303141106327,0.0015310638896708362,0.046791135440652006,0.46791135440652004,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Feni,wet_bulb,27,0.33903133903133903,2.459935375427991,0.013896203558318554,0.017449955920880198,0.17449955920880197,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Feni,wbgt_shade,27,0.32763532763532766,2.3765477355829745,0.017475500066583827,0.017212397391386445,0.17212397391386444,increasing,4. Coastal Humid Heat Zone (Coastal Belt)
Gaibandha,temperature,45,0.1292929292929293,1.2423546096330769,0.2141057549143488,0.005941251999412998,0.059412519994129984,no trend,1. Northwest Extreme Heat Zone (Dry Hot Plains)
